,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
711,The Mirror: Game Development Platform,2021-12-09,https://themirror.space,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Gaming, Lending and Investments, Other, Payments, Software",2.0,Seed,2022-12-08,2300000.0,Pre-Seed,4600000.0,Private,,,0,0.0,,2,2021,5486,False
717,ar.io,2020-01-01,https://ar.io,"Westwood, New Jersey, United States","Apps, Blockchain and Cryptocurrency, Hardware, Information Technology, Mobile, Other, Privacy and Security, Software",2.0,Seed,2022-02-26,17200000.0,Seed,18800000.0,Private,,,,,,3,2020,5487,False
726,The Good Face Project,2018-01-01,https://thegoodfaceproject.com/,"San Diego, California, United States","Artificial Intelligence, Commerce and Shopping, Consumer Goods, Data and Analytics, Hardware, Other, Science and Engineering, Software",5.0,Seed,2022-05-10,5650000.0,Seed,7290000.0,Private,,,,,,5,2018,5488,False
729,Lineaje,2021-01-01,https://www.lineaje.dev/,"Saratoga, California, United States","Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software",1.0,Seed,2023-01-26,7000000.0,Seed,7000000.0,Private,,,,,,2,2021,5489,False
732,AVATOUR,2018-01-01,https://avatour.co,"Palo Alto, California, United States","Apps, Information Technology, Internet Services, Software",5.0,,2023-02-03,,Venture - Series Unknown,2900000.0,Private,,,2,0.0,Electric Communication Technique,5,2018,5490,False
735,Drover AI,2020-05-01,https://www.drover.ai,"Los Angeles, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2.0,Early Stage Venture,2022-07-27,5400000.0,Series A,5400000.0,Private,,,,,,3,2020,5491,False
737,Better Trucks,2019-01-01,https://www.bettertrucks.com/,"Downers Grove, Illinois, United States","Administrative Services, Transportation",1.0,Early Stage Venture,2022-11-15,15000000.0,Series A,15000000.0,Private,,,0,1.0,,4,2019,5492,False
738,ManageXR,2018-01-01,https://managexr.com,"San Francisco, California, United States","Hardware, Software",2.0,Seed,2021-12-16,4000000.0,Seed,4000000.0,Private,,,0,0.0,,5,2018,5493,False
739,Singuli,2019-01-01,https://singuli.co,"New York, New York, United States","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Hardware, Other, Science and Engineering, Software",3.0,Seed,2021-06-30,3699998.0,Seed,3699998.0,Private,,,,,,4,2019,5494,False
750,Iron Health,2022-01-01,https://www.ironhealth.io/,"New York, New York, United States","Community and Lifestyle, Health Care",1.0,Seed,2023-03-10,4500000.0,Seed,4500000.0,Private,,,,,,1,2022,5495,False
760,Vu Technologies,2021-07-01,https://vu.network,"Tampa, Florida, United States","Hardware, Information Technology, Software",2.0,,2023-08-04,4257536.0,Venture - Series Unknown,21257536.0,Private,,,0,1.0,,2,2021,5496,False
763,Giraffe,2021-01-01,https://giraffe.us,"New York, New York, United States","Financial Services, Lending and Investments",1.0,Seed,2023-07-25,10500000.0,Seed,10500000.0,Private,,,,,,2,2021,5497,False
766,Monster API,2023-01-01,https://monsterapi.ai/,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",1.0,Seed,2023-06-08,1100000.0,Pre-Seed,1100000.0,Private,,,,,,0,2023,5498,False
768,EzDubs,2022-01-01,https://www.ezdubs.ai,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Media and Entertainment, Music and Audio, Other, Science and Engineering, Software",1.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,1,2022,5499,False
773,Ping,2021-01-01,https://www.letsping.com/,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",1.0,Seed,2022-11-09,15000000.0,Seed,15000000.0,Private,,,,,,2,2021,5500,False
776,Swing Therapeutics,2019-06-01,https://www.swingtherapeutics.com/,"San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2022-06-16,10300000.0,Series A,19300000.0,Private,,,1,0.0,,4,2019,5501,False
777,Defense Unicorns,2021-01-01,https://www.defenseunicorns.com,"Colorado Springs, Colorado, United States","Government and Military, Information Technology, Science and Engineering, Software",1.0,Seed,2022-10-13,504329.0,Seed,504329.0,Private,,,0,2.0,,2,2021,5502,False
778,Agora World,2019-05-13,https://www.agoravr.world/,"Philadelphia, Pennsylvania, United States","Apps, Commerce and Shopping, Events, Hardware, Internet Services, Media and Entertainment, Software",4.0,Seed,2023-03-02,186307.0,Pre-Seed,398807.0,Private,,,,,,4,2019,5503,False
781,9Yards Capital,2018-01-01,https://9yardscapital.com/,"San Francisco, California, United States","Financial Services, Lending and Investments, Transportation",,,,,,,Private,,,,,,5,2018,5504,False
785,Waitroom,2020-09-01,https://waitroom.com,"La Jolla, California, United States","Content and Publishing, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software, Video",1.0,Seed,2022-03-23,3000000.0,Seed,3000000.0,Private,,,0,4.0,,3,2020,5505,False
786,DataJoy Inc.,2020-08-01,https://www.datajoy.com,"San Mateo, California, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,M&A,2021-02-25,6000000.0,Seed,6000000.0,Private,,,,,,3,2020,5506,False
791,Mustard,2019-01-01,https://teammstrd.com/,"Los Angeles, California, United States","Apps, Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Sports",2.0,Seed,2022-01-18,3750000.0,Seed,5450000.0,Private,,,,,,4,2019,5507,False
792,Envel,2018-01-01,https://www.envel.ai,"Boston, Massachusetts, United States","Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",10.0,M&A,2022-03-14,,Equity Crowdfunding,14850000.0,Private,,,1,1.0,Computing; Calculating,5,2018,5508,False
801,Posterity Health,2021-01-01,https://posterityhealth.com/,"Parker, Colorado, United States",Health Care,2.0,Seed,2023-01-17,7500000.0,Seed,17180589.0,Private,,,,,,2,2021,5509,False
806,ThankUCash,2018-05-22,https://thankucash.com,"San Francisco, California, United States",Financial Services,7.0,Seed,2021-12-19,5300000.0,Seed,10710000.0,Private,,,,,,5,2018,5510,False
819,Comanche Biopharma,2020-01-01,https://comanchebiopharma.com,"Concord, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",1.0,,2023-05-12,36100007.0,Venture - Series Unknown,36100007.0,Private,,,,,,3,2020,5511,False
820,Amuse,2020-01-01,https://amuse.com/,"Los Angeles, California, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Sales and Marketing",1.0,Early Stage Venture,2020-10-26,23000000.0,Series A,23000000.0,Private,,,,,,3,2020,5512,False
821,Flecha Azul Tequila,2019-01-01,https://flechaazultequila.com,"Dallas, Texas, United States",Food and Beverage,1.0,,2021-08-26,44000000.0,Venture - Series Unknown,44000000.0,Private,,,,,,4,2019,5513,False
823,Sinecure.ai,2021-05-15,http://www.sinecure.ai,"New York, New York, United States","Administrative Services, Artificial Intelligence, Data and Analytics, Professional Services, Science and Engineering, Software",2.0,Seed,2023-04-27,2500000.0,Seed,5500000.0,Private,,,0,1.0,,2,2021,5514,False
828,Storybook,2020-03-01,http://storybook-app.com/,"Miami, Florida, United States","Apps, Community and Lifestyle, Health Care, Software",5.0,Seed,2022-04-26,700000.0,Seed,900000.0,Private,,,,,,3,2020,5515,False
838,resistanceBio,2021-01-01,https://resistance.bio/,"Menlo Park, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Seed,2022-07-04,12000000.0,Seed,12000000.0,Private,,,,,,2,2021,5516,False
841,Huxley Medical,2019-01-01,https://huxleymed.com,"Atlanta, Georgia, United States",Health Care,4.0,,2023-06-07,7216038.0,Venture - Series Unknown,11336969.0,Private,,,,,,4,2019,5517,False
848,Unlimited,2022-01-01,https://www.unlimitedfunds.com,"New York, New York, United States","Financial Services, Lending and Investments",1.0,Early Stage Venture,2023-05-23,8000000.0,Series A,8000000.0,Private,,,,,,1,2022,5518,False
851,Sage Health,2022-01-01,https://www.sage.health,"Nashville, Tennessee, United States",Health Care,1.0,Private Equity,2023-03-15,70000000.0,Private Equity,70000000.0,Private,,,,,,1,2022,5519,False
853,Karma Wallet,2019-01-01,https://karmawallet.io,"Raleigh, North Carolina, United States","Financial Services, Information Technology, Other, Sustainability",4.0,Seed,2023-01-11,,Pre-Seed,2465391.0,Private,,,1,1.0,Computing; Calculating,4,2019,5520,False
855,Careerflow.ai,2022-10-19,https://www.careerflow.ai/,"San Francisco, California, United States","Administrative Services, Artificial Intelligence, Data and Analytics, Professional Services, Science and Engineering, Software",1.0,Seed,2023-07-01,300000.0,Pre-Seed,300000.0,Private,,,,,,1,2022,5521,False
857,Switch Bioworks,2022-01-01,https://www.switchbioworks.com/,"San Carlos, California, United States","Agriculture and Farming, Biotechnology, Science and Engineering, Sustainability",3.0,Seed,2023-01-18,1500000.0,Grant,8100000.0,Private,,,0,0.0,,1,2022,5522,False
865,Acclinate,2020-02-01,https://acclinate.com/,"Birmingham, Alabama, United States","Biotechnology, Health Care, Science and Engineering",6.0,,2022-10-19,4936409.0,Venture - Series Unknown,6456409.0,Private,,,,,,3,2020,5523,False
868,WellBeam,2019-01-01,https://well-beam.com,"Palo Alto, California, United States","Health Care, Information Technology, Internet Services",4.0,,2021-10-26,7672676.0,Venture - Series Unknown,7672676.0,Private,,,,,,4,2019,5524,False
869,Zevvy,2021-03-01,https://www.zevvy.com,"Hayward, California, United States","Financial Services, Transportation",1.0,Seed,2022-10-26,5400000.0,Seed,5400000.0,Private,,,,,,2,2021,5525,False
870,ShardSecure,2019-01-01,https://www.shardsecure.com,"New York, New York, United States","Information Technology, Privacy and Security",5.0,Early Stage Venture,2022-05-25,11000000.0,Series A,15600000.0,Private,,,2,2.0,Computing; Calculating,4,2019,5526,False
871,Kurios,2019-01-01,https://www.kurios.la,"Seattle, Washington, United States","Education, Other, Software",3.0,Seed,2022-06-14,2300000.0,Seed,2425000.0,Private,,,,,,4,2019,5527,False
873,QSimulate,2018-01-01,https://www.qsimulate.com,"Boston, Massachusetts, United States","Health Care, Science and Engineering, Software",4.0,Seed,2022-06-01,256000.0,Grant,6756000.0,Private,,,0,0.0,,5,2018,5528,False
875,Albiware,2020-03-01,http://albiware.com,"Downers Grove, Illinois, United States",Software,2.0,Seed,2022-08-01,2500000.0,Seed,3000000.0,Private,,,,,,3,2020,5529,False
882,NanoMosaic,2018-01-01,https://www.nanomosaicllc.com/,"Woburn, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",1.0,Early Stage Venture,2021-12-06,40750000.0,Series A,40750000.0,Private,,,1,0.0,Testing,5,2018,5530,False
887,Champify,2022-01-01,https://www.champify.io,"San Francisco, California, United States",Software,1.0,Seed,2022-06-01,2400000.0,Seed,2400000.0,Private,,,,,,1,2022,5531,False
888,Fonbnk,2019-12-03,https://www.fonbnk.com/,"Washington, District of Columbia, United States","Blockchain and Cryptocurrency, Financial Services, Hardware, Lending and Investments, Other, Social Impact",3.0,Seed,2022-03-01,3500000.0,Seed,3620000.0,Private,,,,,,4,2019,5532,False
889,Veracity,2020-01-01,http://veracityselfcare.com,"New York, New York, United States","Consumer Goods, Health Care",2.0,Seed,2021-09-14,5000000.0,Seed,5900000.0,Private,,,0,2.0,,3,2020,5533,False
893,Fuelfinance,2019-07-20,https://fuelfinance.me/,"Wilmington, Delaware, United States","Financial Services, Software",4.0,Seed,2023-01-13,1000000.0,Seed,2000000.0,Private,,,,,,4,2019,5534,False
895,Kivera,2020-10-01,https://kivera.io,"New York, New York, United States","Information Technology, Internet Services, Privacy and Security, Professional Services, Software",2.0,Seed,2023-08-09,3500000.0,Seed,5400473.0,Private,,,,,,3,2020,5535,False
897,Pulley,2021-01-01,https://withpulley.com,"San Francisco, California, United States",Software,1.0,Seed,2022-06-02,4400000.0,Seed,4400000.0,Private,,,,,,2,2021,5536,False
901,DubClub,2021-01-01,https://dubclub.win/,"San Francisco, California, United States","Gaming, Information Technology, Other",1.0,,2022-11-03,3485599.0,Venture - Series Unknown,3485599.0,Private,,,,,,2,2021,5537,False
902,Genopets,2021-08-01,https://www.genopets.me/,"Wilmington, Delaware, United States","Apps, Blockchain and Cryptocurrency, Gaming, Mobile, Other, Software",2.0,Seed,2022-07-07,,Seed,8300000.0,Private,,,,,,2,2021,5538,False
905,IndieFlow,2020-01-01,https://indieflow.me/,"Santa Monica, California, United States","Media and Entertainment, Music and Audio, Software",2.0,Seed,2022-06-02,4000000.0,Seed,4450000.0,Private,,,,,,3,2020,5539,False
907,Praktika,2022-01-01,https://praktika.ai,"Wilmington, Delaware, United States","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",3.0,,2023-01-24,,Venture - Series Unknown,990000.0,Private,,,,,,1,2022,5540,False
909,Spacejoy,2019-01-01,https://spacejoy.com/,"Los Angeles, California, United States","Commerce and Shopping, Consumer Goods, Design, Hardware, Real Estate, Software",4.0,Seed,2022-02-10,4000000.0,Seed,5500000.0,Private,,,,,,4,2019,5541,False
911,Casted,2019-04-01,https://casted.us/,"Indianapolis, Indiana, United States","Information Technology, Media and Entertainment, Music and Audio, Other, Sales and Marketing, Software",2.0,Early Stage Venture,2021-04-06,7000000.0,Series A,9500000.0,Private,,,0,1.0,,4,2019,5542,False
912,Quo Finance,2018-10-25,https://www.quo.com/,"Menlo Park, California, United States",Financial Services,4.0,M&A,2021-12-15,7200000.0,Seed,9750000.0,Private,,,,,,5,2018,5543,False
914,Float Health,2021-01-01,https://float.health,"San Francisco, California, United States",Health Care,2.0,,2023-07-31,9990994.0,Venture - Series Unknown,9990994.0,Private,,,,,,2,2021,5544,False
916,PartRunner,2018-03-01,https://www.partrunner.com,"Boston, Massachusetts, United States","Administrative Services, Real Estate, Transportation",4.0,Seed,2023-04-01,,Seed,2500000.0,Private,,,0,1.0,,5,2018,5545,False
924,Baseplate,2023-01-01,https://www.baseplate.ai,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",1.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,0,2023,5546,False
925,Arcade,2021-01-01,https://www.arcade.xyz,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",2.0,Early Stage Venture,2021-12-22,15000000.0,Series A,17750000.0,Private,,,,,,2,2021,5547,False
926,Vesta,2019-01-01,https://www.vesta.earth,"San Francisco, California, United States","Energy, Professional Services, Sustainability",2.0,,2022-11-01,,Venture - Series Unknown,1600000.0,Private,,,,,,4,2019,5548,False
934,New Computer Corporation,2019-01-01,https://ncc.la,"Los Angeles, California, United States",Software,2.0,Seed,2022-10-19,2500000.0,Seed,2500000.0,Private,,,0,0.0,,4,2019,5549,False
936,Nguyen Coffee Supply,2018-03-05,https://nguyencoffeesupply.com/,"Brooklyn, New York, United States","Commerce and Shopping, Food and Beverage",2.0,Seed,2022-03-01,2600000.0,Seed,2600000.0,Private,,,0,1.0,,5,2018,5550,False
945,Metatheory,2021-01-01,https://metatheory.gg/,"San Francisco, California, United States","Gaming, Media and Entertainment",3.0,Early Stage Venture,2022-05-16,24000000.0,Series A,24000000.0,Private,,,,,,2,2021,5551,False
947,Lenco,2021-06-03,https://lenco.co,"San Francisco, California, United States","Financial Services, Lending and Investments, Software",3.0,Seed,2022-03-23,2000000.0,Seed,2100000.0,Private,,,,,,2,2021,5552,False
948,HireLogic,2021-01-01,https://hirelogic.com,"Reston, Virginia, United States","Other, Professional Services",2.0,Early Stage Venture,2023-02-22,6000000.0,Series A,10000000.0,Private,,,,,,2,2021,5553,False
949,Kunduz,2018-02-01,https://kunduz.com/,"San Francisco, California, United States","Apps, Education, Mobile, Software",4.0,Seed,2021-03-01,2600000.0,Seed,4600000.0,Private,,,,,,5,2018,5554,False
955,Pebble,2021-01-01,http://pebble.us/,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Other",2.0,Seed,2022-05-23,6200000.0,Seed,6200000.0,Private,,,,,,2,2021,5555,False
961,Every,2021-08-21,https://investevery.co,"Austin, Texas, United States","Administrative Services, Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Food and Beverage, Hardware, Other, Social Impact, Software, Transportation",2.0,Seed,2023-08-28,1000000.0,Seed,3155555.0,Private,,,,,,2,2021,5556,False
962,Optiversal,2022-01-01,https://optiversal.com/,"St. Petersburg, Florida, United States","Apps, Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,Seed,2023-04-24,4199998.0,Seed,4199998.0,Private,,,0,0.0,,1,2022,5557,False
963,Persefoni,2020-01-01,https://www.persefoni.com,"Tempe, Arizona, United States","Data and Analytics, Software, Sustainability",5.0,Late Stage Venture,2023-08-11,50000000.0,Series C,164200000.0,Private,,,0,0.0,Computing; Calculating,3,2020,5558,False
967,ElevateHQ,2021-02-01,https://elevate.so,"San Francisco, California, United States","Information Technology, Other, Sales and Marketing, Software",1.0,Seed,2022-07-19,1100000.0,Pre-Seed,1100000.0,Private,,,,,,2,2021,5559,False
974,BackboneAI,2019-01-01,https://backbone.ai,"New York, New York, United States","Data and Analytics, Internet Services, Software",4.0,Seed,2021-12-31,,Seed,4700000.0,Private,,,,,,4,2019,5560,False
3,DNABLOCK,2018-01-01,https://www.dnablock.com,"Los Angeles, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Media and Entertainment, Software, Video",3.0,Seed,2022-03-01,7000000.0,Seed,8200000.0,Private,,,0.0,1.0,,5,2018,5561,False
14,Xeni,2019-10-23,https://xeni.com/,"New York, New York, United States","Blockchain and Cryptocurrency, Other, Software, Travel and Tourism",7.0,Seed,2022-05-12,3000000.0,Grant,8145000.0,Private,,,,,,4,2019,5562,False
29,The Mintable,2021-01-01,https://www.getmintable.com,"Denver, Colorado, United States","Artificial Intelligence, Data and Analytics, Education, Information Technology, Science and Engineering, Software",2.0,Seed,2022-06-07,4910417.0,Seed,6210417.0,Private,,,,,,2,2021,5563,False
41,NeoSwap,2022-01-01,https://neoswap.party,"Richmond, Virginia, United States","Apps, Artificial Intelligence, Blockchain and Cryptocurrency, Commerce and Shopping, Data and Analytics, Financial Services, Information Technology, Other, Payments, Science and Engineering, Software",3.0,Seed,2023-02-24,500000.0,Pre-Seed,2500000.0,Private,,,0.0,1.0,,1,2022,5564,False
42,Center,2021-01-01,https://center.app,"Palo Alto, California, United States","Internet Services, Software",2.0,Seed,2022-07-28,11000000.0,Seed,11000000.0,Private,,,,,,2,2021,5565,False
52,Ixana,2021-01-01,https://ixana.ai/,"Seattle, Washington, United States","Consumer Electronics, Hardware",1.0,Seed,2022-11-29,3000000.0,Seed,3000000.0,Private,,,,,,2,2021,5566,False
65,Lev,2019-01-01,https://www.levcapital.com,"New York, New York, United States","Commerce and Shopping, Financial Services, Real Estate",8.0,Early Stage Venture,2022-05-05,100000000.0,Debt Financing,214782994.0,Private,,,,,,4,2019,5567,False
69,Pyrra,2021-01-01,https://www.pyrratech.com,"Washington, District of Columbia, United States","Information Technology, Internet Services, Media and Entertainment, Software",2.0,Seed,2023-06-12,2300000.0,Seed,2350000.0,Private,,,,,,2,2021,5568,False
72,Prelude,2021-01-01,https://www.prelude.pro,"New York, New York, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Hardware, Health Care, Software",2.0,Seed,2023-09-12,2599996.0,Seed,5209996.0,Private,,,,,,2,2021,5569,False
76,Opkit,2021-07-27,https://opkit.co,"New York, New York, United States","Health Care, Software",2.0,Seed,2023-03-07,1000000.0,Seed,1125000.0,Private,,,0.0,0.0,,2,2021,5570,False
77,Skylark Bio,2021-01-01,https://www.skylarkbio.com,"Cambridge, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",1.0,,2022-08-16,22889315.0,Venture - Series Unknown,22889315.0,Private,,,0.0,1.0,,2,2021,5571,False
78,Ownify,2022-02-07,https://www.ownify.com,"San Francisco, California, United States","Financial Services, Real Estate",1.0,Seed,2023-05-15,7000000.0,Seed,7000000.0,Private,,,,,,1,2022,5572,False
91,Educate Online,2018-03-01,http://educate-online.io,"Lewes, Delaware, United States",Education,6.0,,2023-06-15,640000.0,Convertible Note,6010000.0,Private,,,,,,5,2018,5573,False
94,App0,2022-01-01,https://app0.io/,"Austin, Texas, United States","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",1.0,Seed,2023-05-30,3875000.0,Seed,3875000.0,Private,,,,,,1,2022,5574,False
102,Dojah,2021-01-01,https://www.dojah.io,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Internet Services, Payments, Privacy and Security, Science and Engineering, Software",5.0,Seed,2023-05-22,,Convertible Note,510000.0,Private,,,,,,2,2021,5575,False
106,Nifty Island,2021-01-01,https://www.niftyisland.com/,"Sheridan, Wyoming, United States","Blockchain and Cryptocurrency, Financial Services, Gaming, Other, Payments, Software",1.0,Seed,2021-10-01,20000000.0,Pre-Seed,20000000.0,Private,,,,,,2,2021,5576,False
116,Kennected,2019-05-01,https://kennected.org/,"Indianapolis, Indiana, United States","Advertising, Sales and Marketing, Software",1.0,,2022-04-12,1000000.0,Venture - Series Unknown,1000000.0,Private,,,0.0,1.0,,4,2019,5577,False
123,Lockstep,2019-01-01,https://lockstep.io/,"Seattle, Washington, United States","Financial Services, Information Technology, Professional Services, Software",3.0,M&A,2021-08-11,2500000.0,Series A,12500000.0,Private,,,0.0,3.0,,4,2019,5578,False
124,Sparrow Vision,2018-05-01,https://www.sparrowup.com,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Sports",4.0,Seed,2022-12-07,10001.0,Angel,7625890.0,Private,,,0.0,1.0,,5,2018,5579,False
128,Aethon Therapeutics,2022-01-01,https://aethontx.com,"New York, New York, United States","Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering",1.0,Early Stage Venture,2023-01-09,30000000.0,Series A,30000000.0,Private,,,,,,1,2022,5580,False
137,Sable,2019-01-01,http://sablecard.com,"New York, New York, United States",Financial Services,5.0,Seed,2020-09-25,2000000.0,Seed,4700000.0,Private,,,,,,4,2019,5581,False
142,Magnus Medical,2020-01-01,https://www.magnusmed.com/,"Burlingame, California, United States",Health Care,1.0,Early Stage Venture,2021-10-28,25000000.0,Series A,25000000.0,Private,,,3.0,1.0,,3,2020,5582,False
144,Feathery,2021-01-01,https://www.feathery.io/,"San Francisco, California, United States",Software,1.0,Seed,2021-04-08,4000000.0,Seed,4000000.0,Private,,,,,,2,2021,5583,False
145,Setscale,2021-01-01,https://setscale.com/,"New York, New York, United States",Financial Services,1.0,Seed,2022-03-31,9500000.0,Seed,9500000.0,Private,,,,,,2,2021,5584,False
150,Fount Bio,2018-01-01,https://www.fountbio.com,"Cambridge, Massachusetts, United States","Biotechnology, Consumer Goods, Health Care, Science and Engineering",1.0,Early Stage Venture,2021-07-16,8157203.0,Series A,8157203.0,Private,,,,,,5,2018,5585,False
151,Hopps,2019-12-16,https://www.hopps.io/,"Los Angeles, California, United States","Professional Services, Software",5.0,Seed,2021-10-01,5500000.0,Seed,6275000.0,Private,,,,,,4,2019,5586,False
152,Activepieces,2022-01-01,https://www.activepieces.com,"San Francisco, California, United States","Sales and Marketing, Software",2.0,Seed,2023-03-01,1550000.0,Seed,1550000.0,Private,,,,,,1,2022,5587,False
166,Me4U,2022-01-01,https://me4u.ai,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software",1.0,Seed,2023-08-29,750000.0,Angel,750000.0,Private,,,,,,1,2022,5588,False
184,Aperture Finance,2021-11-03,https://aperture.finance/,"Mountain View, California, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2.0,Early Stage Venture,2022-05-15,2500000.0,Series A,7800000.0,Private,,,,,,2,2021,5590,False
192,Frame - Fertility & Family Building,2021-01-01,https://framefertility.com/,"San Francisco, California, United States",Health Care,1.0,Seed,2022-04-26,2803500.0,Seed,2803500.0,Private,,,,,,2,2021,5591,False
197,Theneo,2021-10-01,https://theneo.io/,"San Francisco, California, United States",Software,2.0,Seed,2021-12-01,500000.0,Pre-Seed,532154.0,Private,,,,,,2,2021,5592,False
200,LUXUS,2021-07-01,http://www.luxusco.com/,"New York, New York, United States","Consumer Goods, Financial Services, Natural Resources",2.0,Seed,2023-06-01,5000000.0,Seed,7500000.0,Private,,,0.0,1.0,,2,2021,5593,False
201,ElastiFlow,2020-09-01,https://www.elastiflow.com/,"Oakland, California, United States","Data and Analytics, Information Technology, Privacy and Security, Software",1.0,Seed,2023-08-16,2999996.0,Seed,2999996.0,Private,,,,,,3,2020,5594,False
204,Sanctuary Wealth,2018-01-01,https://sanctuarywealth.com/,"Indianapolis, Indiana, United States",Financial Services,1.0,,2022-07-13,175000000.0,Convertible Note,175000000.0,Private,,,,,,5,2018,5595,False
210,Gravystack,2020-01-01,https://gravystack.com,"Phoenix, Arizona, United States","Financial Services, Lending and Investments, Other, Privacy and Security",1.0,Seed,2022-05-12,5200000.0,Seed,5200000.0,Private,,,,,,3,2020,5596,False
214,Oops,2022-01-01,https://oops.io,"Salt Lake City, Utah, United States","Administrative Services, Content and Publishing, Media and Entertainment, Transportation",2.0,Seed,2022-11-14,5000000.0,Seed,5000000.0,Private,,,,,,1,2022,5597,False
219,D2G Oncology,2018-01-01,https://www.d2g-oncology.com/,"Mountain View, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,,2020-02-12,8749952.0,Venture - Series Unknown,8749952.0,Private,,,,,,5,2018,5598,False
221,Paloma Health,2018-09-02,https://www.palomahealth.com,"New York, New York, United States",Health Care,5.0,Early Stage Venture,2023-01-23,,Series A,2500000.0,Private,,,0.0,2.0,,5,2018,5599,False
223,Meld,2021-01-01,https://www.meld.io/,"Los Altos, California, United States","Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Internet Services, Mobile, Payments, Software",1.0,Seed,2022-05-09,8000000.0,Seed,8000000.0,Private,,,,,,2,2021,5600,False
228,Vidaa,2019-01-01,https://www.vidaa.com ,"Atlanta, Georgia, United States",,1.0,,2022-06-21,25000000.0,Corporate Round,25000000.0,Private,,,,,,4,2019,5601,False
234,TRL11,2022-01-01,https://www.trl11.com/,"Los Angeles, California, United States","Energy, Hardware, Manufacturing, Science and Engineering",1.0,Seed,2023-05-23,3000000.0,Pre-Seed,3000000.0,Private,,,,,,1,2022,5602,False
237,Surfside,2018-10-01,https://www.surfside.io,"New York, New York, United States","Advertising, Data and Analytics, Information Technology, Internet Services, Sales and Marketing",1.0,Seed,2021-08-10,4000000.0,Seed,4000000.0,Private,,,,,,5,2018,5603,False
238,Microsoft Climate Innovation Fund,2020-01-01,https://www.microsoft.com/en-us/corporate-responsibility/sustainability/climate-innovation-fund,"Redmond, Washington, United States","Financial Services, Lending and Investments",,,,,,,Private,,,,,,3,2020,5604,False
242,Lightforge Games,2020-01-01,https://www.lightforge.gg/,"Raleigh, North Carolina, United States","Consumer Electronics, Gaming, Hardware",3.0,Early Stage Venture,2022-03-08,15000000.0,Series A,20010000.0,Private,,,0.0,2.0,,3,2020,5605,False
247,Foresyte,2022-01-01,https://www.foresyteapp.com,"Chicago, Illinois, United States","Apps, Software, Travel and Tourism",5.0,,2023-10-03,100000.0,Venture - Series Unknown,633550.0,Private,,,,,,1,2022,5606,False
256,Curie Therapeutics,2020-01-01,https://www.curietherapeutics.com/,"Boston, Massachusetts, United States",Health Care,1.0,Early Stage Venture,2021-12-01,75000000.0,Series A,75000000.0,Private,,,,,,3,2020,5607,False
