,Founded Date,Industry Groups,Number of Funding Rounds,Last Funding Amount Currency (in USD),Total Funding Amount Currency (in USD),age,founding_year,source_x,text_len,closest_snapshot,ai_keyword_count,matched_keywords,Headquarters State,funding_bin,keyword_bin,fund_success,AI_bin,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Last Funding Type ORD,Series_A_bin,Number of Employees ORD
8837,2019-01-01,"Internet Services, Sales and Marketing",0.0,0.0,0.0,5,2019,0,13432.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200810102539/https://runningdigitalgroup.com/', 'timestamp': '20200810102539'}",0.0,0,Tennessee,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8838,2021-01-01,Software,1.0,0.0,0.0,3,2021,0,2969.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220924160154/http://www.yofi.ai/', 'timestamp': '20220924160154'}",0.0,0,Montana,False,False,False,False,False,False,False,True,False,1.0,False,1.0
8839,2019-02-07,"Media and Entertainment, Music and Audio",0.0,0.0,0.0,5,2019,0,9269.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190416184142/https://www.traxbeat.com/', 'timestamp': '20190416184142'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8840,2021-01-01,"Real Estate, Science and Engineering",0.0,0.0,0.0,3,2021,0,43783.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220325140106/https://seattleconstructionco.com/', 'timestamp': '20220325140106'}",0.0,0,Washington,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8842,2020-01-01,Information Technology,0.0,0.0,0.0,4,2020,0,41252.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201231093421/https://www.sensei.ag', 'timestamp': '20201231093421'}",3.0,"machine learning, artificial intelligence, ai",California,False,True,False,False,False,False,True,False,False,0.0,False,3.0
8843,2019-01-01,"Artificial Intelligence (AI), Data and Analytics, Events, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",0.0,0.0,0.0,5,2019,0,13516.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200920020629/https://meera.ai/', 'timestamp': '20200920020629'}",28.0,"chatbot, ai",New York,False,True,False,True,False,True,False,False,False,0.0,False,2.0
8847,2019-01-01,"Design, Manufacturing, Science and Engineering",0.0,0.0,0.0,5,2019,0,19078.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200810023417/https://phlextek.com/', 'timestamp': '20200810023417'}",0.0,0,Pennsylvania,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8854,2020-01-01,"Commerce and Shopping, Events, Media and Entertainment, Sports",0.0,0.0,0.0,4,2020,0,19475.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211203065341/https://thegallerysportsmansclub.com/', 'timestamp': '20211203065341'}",0.0,0,Colorado,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8856,2021-01-01,"Commerce and Shopping, Manufacturing, Other",0.0,0.0,0.0,3,2021,0,20598.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220128195819/https://honeyopathy.co/', 'timestamp': '20220128195819'}",0.0,0,Maine,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8857,2018-09-08,"Events, Media and Entertainment, Sports, Travel and Tourism",0.0,0.0,0.0,5,2018,0,43382.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20181225063007/https://www.gatheringplace.org/', 'timestamp': '20181225063007'}",0.0,0,Oklahoma,False,False,False,False,True,False,False,False,False,0.0,False,2.0
8858,2020-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,4,2020,0,22799.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210126081902/https://eastendmakerhub.org/', 'timestamp': '20210126081902'}",0.0,0,Texas,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8861,2018-07-11,Commerce and Shopping,0.0,0.0,0.0,5,2018,0,13286.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190508004257/https://defendityourself.com/', 'timestamp': '20190508004257'}",0.0,0,Texas,False,False,False,False,True,False,False,False,False,0.0,False,1.0
8864,2019-01-01,"Consumer Electronics, Hardware, Software",0.0,0.0,0.0,5,2019,0,6568.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210607011450/https://askaway.io/', 'timestamp': '20210607011450'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8867,2019-01-01,"Biotechnology, Health Care, Science and Engineering",0.0,0.0,0.0,5,2019,0,37181.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200425185946/https://epredia.com/', 'timestamp': '20200425185946'}",0.0,0,Michigan,False,False,False,False,False,True,False,False,False,0.0,False,7.0
8869,2020-01-01,"Apps, Events, Internet Services, Media and Entertainment, Software",0.0,0.0,0.0,4,2020,0,159346.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210117000416/https://stbsplitthebill.com/', 'timestamp': '20210117000416'}",0.0,0,Nevada,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8871,2021-01-01,"Administrative Services, Other, Real Estate, Science and Engineering",0.0,0.0,0.0,3,2021,0,6867.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220507160700/https://www.phronesisengineering.com/', 'timestamp': '20220507160700'}",0.0,0,New York,False,False,False,False,False,False,False,True,False,0.0,False,2.0
8873,2019-10-01,"Design, Information Technology, Other, Professional Services, Sales and Marketing, Software",0.0,0.0,0.0,4,2019,0,13541.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201129041808/https://beyondlightcreations.com/', 'timestamp': '20201129041808'}",0.0,0,Tennessee,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8876,2021-01-01,"Apps, Financial Services, Information Technology, Lending and Investments, Software",0.0,0.0,0.0,3,2021,0,28292.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220224235105/https://www.stage.vc/', 'timestamp': '20220224235105'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8877,2022-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,2,2022,0,11708.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230214083644/https://www.stoicrealestatepartners.com/', 'timestamp': '20230214083644'}",0.0,0,Texas,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8879,2019-01-01,"Information Technology, Science and Engineering, Software",0.0,0.0,0.0,5,2019,0,6084.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210226185352/https://teaminua.com/', 'timestamp': '20210226185352'}",0.0,0,New York,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8880,2021-01-01,"Apps, Science and Engineering, Software",0.0,0.0,0.0,3,2021,0,1956.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220119071347/https://techrosh.com/', 'timestamp': '20220119071347'}",0.0,0,Wyoming,False,False,False,False,False,False,False,True,False,0.0,False,1.0
8881,2020-01-01,"Internet Services, Media and Entertainment, Professional Services, Video",0.0,0.0,0.0,4,2020,0,4429.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210306225021/https://sileramediagroup.com/', 'timestamp': '20210306225021'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8882,2021-01-01,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",0.0,0.0,0.0,3,2021,0,7215.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220429193115/https://vectornorth.ai/', 'timestamp': '20220429193115'}",22.0,"ml, deep learning, ai",Colorado,False,True,False,True,False,False,False,True,False,0.0,False,1.0
8885,2021-01-01,"Commerce and Shopping, Other, Transportation",0.0,0.0,0.0,3,2021,0,2712.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211227015944/http://www.bravoautos.com/', 'timestamp': '20211227015944'}",0.0,0,Texas,False,False,False,False,False,False,False,True,False,0.0,False,5.0
8887,2019-01-01,"Administrative Services, Commerce and Shopping, Manufacturing",0.0,0.0,0.0,5,2019,0,10266.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201111203945/https://flushpackaging.com/', 'timestamp': '20201111203945'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8888,2020-04-20,Health Care,0.0,0.0,0.0,3,2020,0,11139.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210619011526/https://www.f5therapeutics.com/', 'timestamp': '20210619011526'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8891,2019-01-01,"Administrative Services, Data and Analytics, Information Technology, Internet Services, Professional Services",0.0,0.0,0.0,5,2019,0,8263.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200804104849/https://veristar.tech/', 'timestamp': '20200804104849'}",0.0,0,Illinois,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8892,2020-01-01,"Internet Services, Media and Entertainment, Music and Audio, Software",0.0,0.0,0.0,4,2020,0,5159.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210618210958/https://play4.me/', 'timestamp': '20210618210958'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8893,2020-01-01,"Administrative Services, Advertising, Design, Other, Sales and Marketing, Software",0.0,0.0,0.0,4,2020,0,54780.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210127035119/https://connorwhitman.com/', 'timestamp': '20210127035119'}",0.0,0,New Hampshire,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8894,2019-01-01,Real Estate,1.0,0.0,0.0,5,2019,0,16027.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200814070842/https://www.hatchbackcottages.com/', 'timestamp': '20200814070842'}",0.0,0,Washington,False,False,False,False,False,True,False,False,False,4.0,True,1.0
8897,2021-01-01,"Blockchain and Cryptocurrency, Internet Services",0.0,0.0,0.0,3,2021,0,6280.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221012132443/https://www.pointer.capital/', 'timestamp': '20221012132443'}",1.0,ai,Delaware,False,True,False,False,False,False,False,True,False,0.0,False,1.0
8898,2020-01-01,"Information Technology, Privacy and Security",0.0,0.0,0.0,4,2020,0,15891.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210308120528/https://www.legatosecurity.com/', 'timestamp': '20210308120528'}",0.0,0,Tennessee,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8900,2019-01-01,"Content and Publishing, Events, Media and Entertainment, Sports",0.0,0.0,0.0,5,2019,0,5746.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210421082834/https://www.miamiplaysgolf.com/', 'timestamp': '20210421082834'}",0.0,0,Florida,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8901,2019-01-01,"Clothing and Apparel, Consumer Goods, Design",0.0,0.0,0.0,5,2019,0,19931.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200406121037/https://shoes53045.com/', 'timestamp': '20200406121037'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
8902,2020-01-01,"Financial Services, Professional Services, Real Estate",0.0,0.0,0.0,4,2020,0,1383.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201228014707/https://www.loginlegacy.com/', 'timestamp': '20201228014707'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
8904,2021-01-01,"Agriculture and Farming, Community and Lifestyle, Health Care",0.0,0.0,0.0,3,2021,0,34362.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220104155616/https://movora.com/', 'timestamp': '20220104155616'}",0.0,0,Florida,False,False,False,False,False,False,False,True,False,0.0,False,5.0
8905,2018-12-20,"Information Technology, Internet Services, Software",0.0,0.0,0.0,5,2018,0,3258.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200506053616/https://eldone.us/', 'timestamp': '20200506053616'}",0.0,0,Illinois,False,False,False,False,True,False,False,False,False,0.0,False,3.0
8908,2022-06-06,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Science and Engineering, Software",1.0,4000000.0,4000000.0,1,2022,0,4830.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221210064107/https://www.chainml.net/', 'timestamp': '20221210064107'}",32.0,"ml, machine learning, ai",California,True,True,False,True,False,False,False,False,True,2.0,False,1.0
8910,2020-03-01,"Apps, Content and Publishing, Media and Entertainment, Software, Video",1.0,200000.0,200000.0,4,2020,0,16410.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201031182615/https://closapp.space/', 'timestamp': '20201031182615'}",0.0,0,California,True,False,False,False,False,False,True,False,False,1.0,False,1.0
8916,2019-01-01,"Administrative Services, Other, Professional Services",0.0,0.0,0.0,5,2019,0,11359.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200806104712/https://discoveryitgroup.com/', 'timestamp': '20200806104712'}",0.0,0,Colorado,False,False,False,False,False,True,False,False,False,0.0,False,3.0
8917,2021-01-01,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,3,2021,0,883.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220124131300/https://www.wisecode.ai/', 'timestamp': '20220124131300'}",0.0,0,Illinois,False,False,False,True,False,False,False,True,False,0.0,False,2.0
8918,2019-01-01,"Financial Services, Real Estate",0.0,0.0,0.0,5,2019,0,10882.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200606230522/https://senlacpartners.com/', 'timestamp': '20200606230522'}",0.0,0,New Jersey,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8919,2019-02-01,"Financial Services, Media and Entertainment, Real Estate",0.0,0.0,0.0,5,2019,0,19019.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200806182807/https://peacehl.com/', 'timestamp': '20200806182807'}",0.0,0,Virginia,False,False,False,False,False,True,False,False,False,0.0,False,2.0
8921,2021-09-20,"Data and Analytics, Software",1.0,0.0,0.0,2,2021,0,4495.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230328175619/https://olik.ai/', 'timestamp': '20230328175619'}",0.0,0,Delaware,False,False,False,False,False,False,False,True,False,1.0,False,1.0
8922,2020-01-01,Health Care,0.0,0.0,0.0,4,2020,0,1546.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220115214301/https://kolibri.healthentire.com/', 'timestamp': '20220115214301'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,0.0,False,2.0
8923,2020-01-01,"Advertising, Internet Services, Sales and Marketing",0.0,0.0,0.0,4,2020,0,60165.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201225052955/https://mindstreammediagroup.com/', 'timestamp': '20201225052955'}",0.0,0,Texas,False,False,False,False,False,False,True,False,False,0.0,False,4.0
8925,2020-10-01,Software,1.0,5100000.0,5100000.0,3,2020,0,74.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210128231017/https://www.aserto.com/', 'timestamp': '20210128231017'}",0.0,0,Washington,True,False,False,False,False,False,True,False,False,2.0,False,2.0
8927,2022-01-01,"Hardware, Information Technology, Professional Services, Software",0.0,0.0,0.0,2,2022,0,15640.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230329223427/https://www.familyplaybook.com/', 'timestamp': '20230329223427'}",0.0,0,New Jersey,False,False,False,False,False,False,False,False,True,0.0,False,1.0
8932,2020-01-01,"Financial Services, Health Care, Lending and Investments",0.0,0.0,0.0,4,2020,0,24035.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210511105121/https://ten34.com/', 'timestamp': '20210511105121'}",0.0,0,Ohio,False,False,False,False,False,False,True,False,False,0.0,False,1.0
